timestamp_utc,decision_id,ventana,estado_drift,nivel_drift,performance_f1_macro,performance_referencia,nivel_performance,estado_performance,delta_f1,caida_absoluta,caida_relativa,caida_porcentual,n_alertas,n_alertas_significativas,persistencia_2_ventanas,retrain_flag_activo,codigo_accion,prioridad,accion,retraining_recomendado,rollback_recomendado,revision_humana_requerida
2026-08-28T07:32:16.287214+00:00,18358da9559202bb88637be5524eb1b3f55aa1d105eb638288aed47915e7075e,W0,Referencia,0,1.0,1.0,0,Estable,0.0,0.0,0.0,0.0,0,0,False,False,MONITOR,Baja,Continuar monitoreando. No se requiere intervención.,False,False,False
2026-08-28T07:32:16.287860+00:00,fb843d28d14544fb18482b49bd206549f1bc047c2f97c8745bb5b9cd12aa6add,W1,Warning,1,0.8143231444477278,1.0,2,Deterioro crítico,-0.1856768555522722,0.1856768555522722,0.1856768555522722,18.56768555522722,1,0,False,False,PREPARE_RETRAINING,Alta,"Priorizar el diagnóstico, validar nuevos datos y preparar una evaluación de reentrenamiento semiautomático.",True,False,True
2026-08-28T07:32:16.288443+00:00,00de07d543b51526a99c2dfdf717873ae89a762e662c4be5a2dad56b85135756,W2,Drift significativo,2,0.6992772957652785,1.0,2,Deterioro crítico,-0.30072270423472147,0.30072270423472147,0.30072270423472147,30.072270423472148,19,3,True,False,EVALUATE_RETRAIN_OR_ROLLBACK,Crítica,Evaluar reentrenamiento o rollback con prioridad crítica. Mantener el modelo campeón hasta validar un candidato o confirmar una versión estable.,True,True,True
2026-08-28T07:32:16.289042+00:00,15171edf75adf725723a21c3c1560f63bed54a54d1c2e4f4319a1b7ccfda62de,W3,Drift significativo,2,0.536040979213176,1.0,2,Deterioro crítico,-0.46395902078682405,0.46395902078682405,0.46395902078682405,46.395902078682404,30,16,True,False,EVALUATE_RETRAIN_OR_ROLLBACK,Crítica,Evaluar reentrenamiento o rollback con prioridad crítica. Mantener el modelo campeón hasta validar un candidato o confirmar una versión estable.,True,True,True
2026-08-28T07:32:16.289600+00:00,c4ee48cbc6a5b5d84ad2d7d011ad6056b1a6377bd8550c512b84bb5947bbd793,W4,Drift significativo,2,0.2778529106665682,1.0,2,Deterioro crítico,-0.7221470893334319,0.7221470893334319,0.7221470893334319,72.21470893334319,31,29,True,True,EVALUATE_RETRAIN_OR_ROLLBACK,Crítica,Evaluar reentrenamiento o rollback con prioridad crítica. Mantener el modelo campeón hasta validar un candidato o confirmar una versión estable.,True,True,True
