timestamp,feature,metrica,valor,umbral,severidad,accion_recomendada,ventana,performance_f1_macro,criterio,alert_key
2026-08-28 06:19:24.817308+00:00,b_std,KS,0.326,0.2,Drift significativo,"Evaluar reentrenamiento, rollback o intervención semi-automática.",W4,0.2778529106665682,D_KS >= 0.20 y p_FDR < 0.05,c630512f4e5dca30
2026-08-28 06:19:24.817361+00:00,brightness_mean,PSI,0.6649605957033764,0.2,Drift significativo,"Evaluar reentrenamiento, rollback o intervención semi-automática.",W4,0.2778529106665682,PSI >= 0.20,5485a7abe1a46b0d
2026-08-28 06:19:24.817377+00:00,brightness_mean,KS,0.328,0.2,Drift significativo,"Evaluar reentrenamiento, rollback o intervención semi-automática.",W4,0.2778529106665682,D_KS >= 0.20 y p_FDR < 0.05,965b6b3805a0eba6
2026-08-28 06:19:24.817430+00:00,contrast_std,PSI,0.5415908290384663,0.2,Drift significativo,"Evaluar reentrenamiento, rollback o intervención semi-automática.",W4,0.2778529106665682,PSI >= 0.20,e61877149e9e7fa9
2026-08-28 06:19:24.817445+00:00,contrast_std,KS,0.266,0.2,Drift significativo,"Evaluar reentrenamiento, rollback o intervención semi-automática.",W4,0.2778529106665682,D_KS >= 0.20 y p_FDR < 0.05,a1a501daf6902ef0
2026-08-28 06:19:24.817496+00:00,edge_density,PSI,3.986665599487426,0.2,Drift significativo,"Evaluar reentrenamiento, rollback o intervención semi-automática.",W4,0.2778529106665682,PSI >= 0.20,507301be1560c27a
2026-08-28 06:19:24.817511+00:00,edge_density,KS,0.37,0.2,Drift significativo,"Evaluar reentrenamiento, rollback o intervención semi-automática.",W4,0.2778529106665682,D_KS >= 0.20 y p_FDR < 0.05,99763e62bda22774
2026-08-28 06:19:24.817563+00:00,entropy,PSI,2.95616762181223,0.2,Drift significativo,"Evaluar reentrenamiento, rollback o intervención semi-automática.",W4,0.2778529106665682,PSI >= 0.20,5ececeb264b879a6
2026-08-28 06:19:24.817579+00:00,entropy,KS,0.368,0.2,Drift significativo,"Evaluar reentrenamiento, rollback o intervención semi-automática.",W4,0.2778529106665682,D_KS >= 0.20 y p_FDR < 0.05,8a34014476e3b207
2026-08-28 06:19:24.817629+00:00,excess_green,PSI,0.7212675242212796,0.2,Drift significativo,"Evaluar reentrenamiento, rollback o intervención semi-automática.",W4,0.2778529106665682,PSI >= 0.20,9c746fe825345c56
2026-08-28 06:19:24.817650+00:00,excess_green,KS,0.318,0.2,Drift significativo,"Evaluar reentrenamiento, rollback o intervención semi-automática.",W4,0.2778529106665682,D_KS >= 0.20 y p_FDR < 0.05,519bc3804645b5d8
2026-08-28 06:19:24.817718+00:00,g_mean,PSI,0.4609861782371252,0.2,Drift significativo,"Evaluar reentrenamiento, rollback o intervención semi-automática.",W4,0.2778529106665682,PSI >= 0.20,f866ea0de5e6199d
2026-08-28 06:19:24.817734+00:00,g_mean,KS,0.284,0.2,Drift significativo,"Evaluar reentrenamiento, rollback o intervención semi-automática.",W4,0.2778529106665682,D_KS >= 0.20 y p_FDR < 0.05,523556cc5b2f899f
2026-08-28 06:19:24.817787+00:00,g_std,PSI,0.8006905578113759,0.2,Drift significativo,"Evaluar reentrenamiento, rollback o intervención semi-automática.",W4,0.2778529106665682,PSI >= 0.20,98ab425e143aac1d
2026-08-28 06:19:24.817802+00:00,g_std,KS,0.314,0.2,Drift significativo,"Evaluar reentrenamiento, rollback o intervención semi-automática.",W4,0.2778529106665682,D_KS >= 0.20 y p_FDR < 0.05,753f8ac8bf8a5c50
2026-08-28 06:19:24.817854+00:00,h_mean,PSI,2.4771238178259454,0.2,Drift significativo,"Evaluar reentrenamiento, rollback o intervención semi-automática.",W4,0.2778529106665682,PSI >= 0.20,080776e589da7160
2026-08-28 06:19:24.817869+00:00,h_mean,KS,0.512,0.2,Drift significativo,"Evaluar reentrenamiento, rollback o intervención semi-automática.",W4,0.2778529106665682,D_KS >= 0.20 y p_FDR < 0.05,46d1d177f250582f
2026-08-28 06:19:24.817921+00:00,laplacian_variance,PSI,1.789289249821858,0.2,Drift significativo,"Evaluar reentrenamiento, rollback o intervención semi-automática.",W4,0.2778529106665682,PSI >= 0.20,9352cd5ba56482ff
2026-08-28 06:19:24.817936+00:00,laplacian_variance,KS,0.598,0.2,Drift significativo,"Evaluar reentrenamiento, rollback o intervención semi-automática.",W4,0.2778529106665682,D_KS >= 0.20 y p_FDR < 0.05,cbcf66df1d20a468
2026-08-28 06:19:24.817988+00:00,r_mean,PSI,0.6736540788861038,0.2,Drift significativo,"Evaluar reentrenamiento, rollback o intervención semi-automática.",W4,0.2778529106665682,PSI >= 0.20,a67442481431d7bf
2026-08-28 06:19:24.818003+00:00,r_mean,KS,0.31,0.2,Drift significativo,"Evaluar reentrenamiento, rollback o intervención semi-automática.",W4,0.2778529106665682,D_KS >= 0.20 y p_FDR < 0.05,7463331aedae28f3
2026-08-28 06:19:24.818055+00:00,r_std,PSI,0.6699687319950168,0.2,Drift significativo,"Evaluar reentrenamiento, rollback o intervención semi-automática.",W4,0.2778529106665682,PSI >= 0.20,0e8d2ce209a9f10a
2026-08-28 06:19:24.818070+00:00,r_std,KS,0.274,0.2,Drift significativo,"Evaluar reentrenamiento, rollback o intervención semi-automática.",W4,0.2778529106665682,D_KS >= 0.20 y p_FDR < 0.05,c11d2bbc7b89ead0
2026-08-28 06:19:24.818123+00:00,s_mean,PSI,0.2151634493908819,0.2,Drift significativo,"Evaluar reentrenamiento, rollback o intervención semi-automática.",W4,0.2778529106665682,PSI >= 0.20,7ff4e0239fa1c43c
2026-08-28 06:19:24.818138+00:00,s_mean,KS,0.184,0.1,Warning,Revisión manual y seguimiento reforzado.,W4,0.2778529106665682,0.10 <= D_KS < 0.20 y p_FDR < 0.05,b32a492473e2e330
2026-08-28 06:19:24.818189+00:00,v_mean,PSI,0.7591441993033305,0.2,Drift significativo,"Evaluar reentrenamiento, rollback o intervención semi-automática.",W4,0.2778529106665682,PSI >= 0.20,d2f4a593e1f0952c
2026-08-28 06:19:24.818205+00:00,v_mean,KS,0.356,0.2,Drift significativo,"Evaluar reentrenamiento, rollback o intervención semi-automática.",W4,0.2778529106665682,D_KS >= 0.20 y p_FDR < 0.05,7496e094d9dc0ab5
