Ventana,Feature,bin,limite_inferior,limite_superior,n_referencia,n_produccion,E_i,A_i,contribucion_psi
W2,entropy,3,6.647863148634827,6.815665708316279,50,62,0.1,0.124,0.005162673110806691
W2,entropy,4,6.815665708316279,6.9636764993361275,50,65,0.1,0.13,0.007870927934024732
W2,entropy,5,6.9636764993361275,7.082741178089535,50,65,0.1,0.13,0.007870927934024732
W2,entropy,6,7.082741178089535,7.204038240929146,50,41,0.1,0.082,0.00357211689702909
W2,entropy,7,7.204038240929146,7.322194810521079,50,60,0.1,0.12,0.00364643113587909
W2,entropy,8,7.322194810521079,7.4163972300084025,50,39,0.1,0.078,0.005466149904566996
W2,entropy,9,7.4163972300084025,7.491098481174179,50,26,0.1,0.052,0.031388470435519886
W2,entropy,10,7.491098481174179,inf,50,32,0.1,0.064,0.016066335694623103
W2,edge_density,1,-inf,0.0248321533203125,50,15,0.1,0.03,0.08427809630281553
W2,edge_density,2,0.0248321533203125,0.03843994140625,50,32,0.1,0.064,0.016066335694623103
W2,edge_density,3,0.03843994140625,0.05293121337890626,50,56,0.1,0.112,0.0013599442236840364
W2,edge_density,4,0.05293121337890626,0.0748382568359375,50,73,0.1,0.146,0.01740807604313126
W2,edge_density,5,0.0748382568359375,0.11093902587890625,50,82,0.1,0.164,0.03166055947751085
W2,edge_density,6,0.11093902587890625,0.1479553222656251,50,45,0.1,0.09,0.001053605156578265
W2,edge_density,7,0.1479553222656251,0.18216094970703126,50,38,0.1,0.076,0.006586484296842252
W2,edge_density,8,0.18216094970703126,0.2112274169921875,50,48,0.1,0.096,0.0001632879780810208
W2,edge_density,9,0.2112274169921875,0.24646148681640626,50,52,0.1,0.104,0.00015688285261312404
W2,edge_density,10,0.24646148681640626,inf,50,59,0.1,0.118,0.0029792598925963178
W3,r_mean,1,-inf,0.37364726364612577,50,23,0.1,0.046,0.04193255463294581
W3,r_mean,2,0.37364726364612577,0.3969003438949585,50,43,0.1,0.086,0.0021115204562841745
W3,r_mean,3,0.3969003438949585,0.4164361357688904,50,33,0.1,0.066,0.014127525094696638
W3,r_mean,4,0.4164361357688904,0.4307249665260315,50,32,0.1,0.064,0.016066335694623103
W3,r_mean,5,0.4307249665260315,0.44608786702156067,50,36,0.1,0.072,0.00919811387521702
W3,r_mean,6,0.44608786702156067,0.461383193731308,50,44,0.1,0.088,0.0015340004581186216
W3,r_mean,7,0.461383193731308,0.47506269812583923,50,48,0.1,0.096,0.0001632879780810208
W3,r_mean,8,0.47506269812583923,0.49674575328826903,50,66,0.1,0.132,0.008884215571144946
W3,r_mean,9,0.49674575328826903,0.514967268705368,50,64,0.1,0.128,0.006912082182082722
W3,r_mean,10,0.514967268705368,inf,50,111,0.1,0.222,0.09729587789787093
W3,g_mean,1,-inf,0.39802974462509155,50,92,0.1,0.184,0.051220308016155104
W3,g_mean,2,0.39802974462509155,0.4167040944099426,50,65,0.1,0.13,0.007870927934024732
W3,g_mean,3,0.4167040944099426,0.4348749309778214,50,53,0.1,0.106,0.0003496134487438532
W3,g_mean,4,0.4348749309778214,0.4472420334815979,50,44,0.1,0.088,0.0015340004581186216
W3,g_mean,5,0.4472420334815979,0.45988763868808746,50,53,0.1,0.106,0.0003496134487438532
W3,g_mean,6,0.45988763868808746,0.47063560485839845,50,41,0.1,0.082,0.00357211689702909
W3,g_mean,7,0.47063560485839845,0.48557070195674895,50,36,0.1,0.072,0.00919811387521702
W3,g_mean,8,0.48557070195674895,0.5022579789161683,50,21,0.1,0.042,0.05031503292687394
W3,g_mean,9,0.5022579789161683,0.523125171661377,50,47,0.1,0.094,0.0003712524223085255
W3,g_mean,10,0.523125171661377,inf,50,48,0.1,0.096,0.0001632879780810208
W3,b_mean,1,-inf,0.32209615409374237,50,58,0.1,0.116,0.0023747200818923717
W3,b_mean,2,0.32209615409374237,0.3517120063304901,50,39,0.1,0.078,0.005466149904566996
W3,b_mean,3,0.3517120063304901,0.3703833550214768,50,41,0.1,0.082,0.00357211689702909
W3,b_mean,4,0.3703833550214768,0.3842268347740173,50,41,0.1,0.082,0.00357211689702909
W3,b_mean,5,0.3842268347740173,0.39924977719783783,50,34,0.1,0.068,0.012341199385983508
W3,b_mean,6,0.39924977719783783,0.41371705532073977,50,35,0.1,0.07,0.010700248318161968
W3,b_mean,7,0.41371705532073977,0.4304528832435608,50,43,0.1,0.086,0.0021115204562841745
W3,b_mean,8,0.4304528832435608,0.4509573042392731,50,48,0.1,0.096,0.0001632879780810208
W3,b_mean,9,0.4509573042392731,0.4780917286872864,50,81,0.1,0.162,0.029910421253146142
W3,b_mean,10,0.4780917286872864,inf,50,80,0.1,0.16,0.028200217754744128
W3,r_std,1,-inf,0.10037743151187897,50,19,0.1,0.038,0.05999020962822576
W3,r_std,2,0.10037743151187897,0.11878091990947724,50,48,0.1,0.096,0.0001632879780810208
W3,r_std,3,0.11878091990947724,0.14416560977697374,50,59,0.1,0.118,0.0029792598925963178
W3,r_std,4,0.14416560977697374,0.15985524654388428,50,41,0.1,0.082,0.00357211689702909
W3,r_std,5,0.15985524654388428,0.16958289593458176,50,35,0.1,0.07,0.010700248318161968
W3,r_std,6,0.16958289593458176,0.18252760469913484,50,62,0.1,0.124,0.005162673110806691
W3,r_std,7,0.18252760469913484,0.19229528158903123,50,40,0.1,0.08,0.004462871026284198
W3,r_std,8,0.19229528158903123,0.20455068945884705,50,49,0.1,0.098,4.040541463503897e-05
W3,r_std,9,0.20455068945884705,0.2198264256119728,50,63,0.1,0.126,0.006008904745048052
W3,r_std,10,0.2198264256119728,inf,50,84,0.1,0.168,0.03527797795223139
W3,g_std,1,-inf,0.0958118349313736,50,11,0.1,0.022,0.11810196314512253
W3,g_std,2,0.0958118349313736,0.10595177263021469,50,19,0.1,0.038,0.05999020962822576
W3,g_std,3,0.10595177263021469,0.1151866726577282,50,36,0.1,0.072,0.00919811387521702
W3,g_std,4,0.1151866726577282,0.12553602159023286,50,34,0.1,0.068,0.012341199385983508
W3,g_std,5,0.12553602159023286,0.13885176181793213,50,75,0.1,0.15,0.020273255405408207
W3,g_std,6,0.13885176181793213,0.15363897383213046,50,88,0.1,0.176,0.04296384948780458
W3,g_std,7,0.15363897383213046,0.16894653886556626,50,64,0.1,0.128,0.006912082182082722
W3,g_std,8,0.16894653886556626,0.1819726198911667,50,43,0.1,0.086,0.0021115204562841745
W3,g_std,9,0.1819726198911667,0.1970553368330002,50,62,0.1,0.124,0.005162673110806691
W3,g_std,10,0.1970553368330002,inf,50,68,0.1,0.136,0.011069449190926587
W3,b_std,1,-inf,0.13042483180761338,50,33,0.1,0.066,0.014127525094696638
W3,b_std,2,0.13042483180761338,0.1496647447347641,50,20,0.1,0.04,0.05497744391244931
W3,b_std,3,0.1496647447347641,0.16307673156261446,50,40,0.1,0.08,0.004462871026284198
W3,b_std,4,0.16307673156261446,0.1728760153055191,50,27,0.1,0.054,0.028344562413495592
W3,b_std,5,0.1728760153055191,0.1828407123684883,50,41,0.1,0.082,0.00357211689702909
W3,b_std,6,0.1828407123684883,0.1933268040418625,50,82,0.1,0.164,0.03166055947751085
W3,b_std,7,0.1933268040418625,0.20356869399547578,50,58,0.1,0.116,0.0023747200818923717
W3,b_std,8,0.20356869399547578,0.21614125072956086,50,68,0.1,0.136,0.011069449190926587
W3,b_std,9,0.21614125072956086,0.234844446182251,50,69,0.1,0.138,0.012239172968426311
W3,b_std,10,0.234844446182251,inf,50,62,0.1,0.124,0.005162673110806691
W3,h_mean,1,-inf,16.77193298339844,50,7,0.1,0.014,0.16908570564806366
W3,h_mean,2,16.77193298339844,27.49205322265625,50,3,0.1,0.006,0.2644606073754434
W3,h_mean,3,27.49205322265625,35.39204711914063,50,10,0.1,0.02,0.12875503299472804
W3,h_mean,4,35.39204711914063,42.54484863281251,50,10,0.1,0.02,0.12875503299472804
W3,h_mean,5,42.54484863281251,61.645263671875,50,58,0.1,0.116,0.0023747200818923717
W3,h_mean,6,61.645263671875,84.74396362304688,50,125,0.1,0.25,0.13744360978112327
W3,h_mean,7,84.74396362304688,170.9143798828126,50,197,0.1,0.394,0.40312713265309374
W3,h_mean,8,170.9143798828126,245.53928222656273,50,29,0.1,0.058,0.02287854136855023
W3,h_mean,9,245.53928222656273,322.25969848632815,50,38,0.1,0.076,0.006586484296842252
W3,h_mean,10,322.25969848632815,inf,50,23,0.1,0.046,0.04193255463294581
W3,s_mean,1,-inf,0.1719736486673355,50,88,0.1,0.176,0.04296384948780458
W3,s_mean,2,0.1719736486673355,0.19136615395545958,50,63,0.1,0.126,0.006008904745048052
W3,s_mean,3,0.19136615395545958,0.20842131823301316,50,47,0.1,0.094,0.0003712524223085255
W3,s_mean,4,0.20842131823301316,0.2259362280368805,50,45,0.1,0.09,0.001053605156578265
W3,s_mean,5,0.2259362280368805,0.24070489406585693,50,27,0.1,0.054,0.028344562413495592
W3,s_mean,6,0.24070489406585693,0.2568002998828888,50,29,0.1,0.058,0.02287854136855023
W3,s_mean,7,0.2568002998828888,0.27964905500411985,50,56,0.1,0.112,0.0013599442236840364
W3,s_mean,8,0.27964905500411985,0.30471453070640564,50,39,0.1,0.078,0.005466149904566996
W3,s_mean,9,0.30471453070640564,0.33456991612911224,50,42,0.1,0.084,0.002789654194316445
W3,s_mean,10,0.33456991612911224,inf,50,64,0.1,0.128,0.006912082182082722
W3,v_mean,1,-inf,0.4208349406719208,50,17,0.1,0.034,0.07120143765054737
W3,v_mean,2,0.4208349406719208,0.44620749950408933,50,48,0.1,0.096,0.0001632879780810208
W3,v_mean,3,0.44620749950408933,0.4632623463869095,50,39,0.1,0.078,0.005466149904566996
W3,v_mean,4,0.4632623463869095,0.4752871811389923,50,17,0.1,0.034,0.07120143765054737
W3,v_mean,5,0.4752871811389923,0.48680655658245087,50,23,0.1,0.046,0.04193255463294581
W3,v_mean,6,0.48680655658245087,0.5021150827407836,50,60,0.1,0.12,0.00364643113587909
W3,v_mean,7,0.5021150827407836,0.5143605947494507,50,42,0.1,0.084,0.002789654194316445
W3,v_mean,8,0.5143605947494507,0.5278153896331788,50,54,0.1,0.108,0.000615688329089025
W3,v_mean,9,0.5278153896331788,0.5500755429267883,50,74,0.1,0.148,0.018818020213249124
W3,v_mean,10,0.5500755429267883,inf,50,126,0.1,0.252,0.14048735303154644
W3,excess_green,1,-inf,0.010424436815083028,50,128,0.1,0.256,0.1466411323246695
W3,excess_green,2,0.010424436815083028,0.02415302358567715,50,59,0.1,0.118,0.0029792598925963178
W3,excess_green,3,0.02415302358567715,0.034531205892562866,50,33,0.1,0.066,0.014127525094696638
W3,excess_green,4,0.034531205892562866,0.04600254893302918,50,42,0.1,0.084,0.002789654194316445
W3,excess_green,5,0.04600254893302918,0.05826111324131489,50,35,0.1,0.07,0.010700248318161968
W3,excess_green,6,0.05826111324131489,0.07366726994514468,50,20,0.1,0.04,0.05497744391244931
W3,excess_green,7,0.07366726994514468,0.0888474076986313,50,19,0.1,0.038,0.05999020962822576
W3,excess_green,8,0.0888474076986313,0.11619704812765123,50,27,0.1,0.054,0.028344562413495592
W3,excess_green,9,0.11619704812765123,0.20416659861803063,50,65,0.1,0.13,0.007870927934024732
W3,excess_green,10,0.20416659861803063,inf,50,72,0.1,0.144,0.016044296997867993
W3,brightness_mean,1,-inf,0.3879414439201355,50,27,0.1,0.054,0.028344562413495592
W3,brightness_mean,2,0.3879414439201355,0.4062719225883484,50,29,0.1,0.058,0.02287854136855023
W3,brightness_mean,3,0.4062719225883484,0.4249329030513764,50,41,0.1,0.082,0.00357211689702909
W3,brightness_mean,4,0.4249329030513764,0.43771331906318667,50,27,0.1,0.054,0.028344562413495592
W3,brightness_mean,5,0.43771331906318667,0.44918273389339447,50,38,0.1,0.076,0.006586484296842252
W3,brightness_mean,6,0.44918273389339447,0.4590425491333008,50,36,0.1,0.072,0.00919811387521702
W3,brightness_mean,7,0.4590425491333008,0.47354609370231626,50,45,0.1,0.09,0.001053605156578265
W3,brightness_mean,8,0.47354609370231626,0.48861778378486637,50,67,0.1,0.134,0.009950766874735882
W3,brightness_mean,9,0.48861778378486637,0.5104796051979065,50,80,0.1,0.16,0.028200217754744128
W3,brightness_mean,10,0.5104796051979065,inf,50,110,0.1,0.22,0.09461488324371241
W3,contrast_std,1,-inf,0.09223804324865341,50,15,0.1,0.03,0.08427809630281553
W3,contrast_std,2,0.09223804324865341,0.10476468801498413,50,48,0.1,0.096,0.0001632879780810208
W3,contrast_std,3,0.10476468801498413,0.12152492478489876,50,36,0.1,0.072,0.00919811387521702
W3,contrast_std,4,0.12152492478489876,0.13437251448631288,50,36,0.1,0.072,0.00919811387521702
W3,contrast_std,5,0.13437251448631288,0.14736272394657135,50,51,0.1,0.102,3.960525459235878e-05
W3,contrast_std,6,0.14736272394657135,0.16511997878551485,50,100,0.1,0.2,0.06931471805599453
W3,contrast_std,7,0.16511997878551485,0.17697356194257735,50,42,0.1,0.084,0.002789654194316445
W3,contrast_std,8,0.17697356194257735,0.18868831992149357,50,40,0.1,0.08,0.004462871026284198
W3,contrast_std,9,0.18868831992149357,0.20418118685483932,50,56,0.1,0.112,0.0013599442236840364
W3,contrast_std,10,0.20418118685483932,inf,50,76,0.1,0.152,0.02177293741262561
W3,laplacian_variance,1,-inf,167.83675678274594,50,229,0.1,0.458,0.5447682413291415
W3,laplacian_variance,2,167.83675678274594,477.7067882498727,50,23,0.1,0.046,0.04193255463294581
W3,laplacian_variance,3,477.7067882498727,941.0833584314213,50,24,0.1,0.048,0.03816639710417043
W3,laplacian_variance,4,941.0833584314213,1471.8402160900182,50,21,0.1,0.042,0.05031503292687394
W3,laplacian_variance,5,1471.8402160900182,2807.4839777624,50,39,0.1,0.078,0.005466149904566996
W3,laplacian_variance,6,2807.4839777624,4128.062977877818,50,43,0.1,0.086,0.0021115204562841745
W3,laplacian_variance,7,4128.062977877818,5288.404773068172,50,36,0.1,0.072,0.00919811387521702
W3,laplacian_variance,8,5288.404773068172,6669.093239500513,50,34,0.1,0.068,0.012341199385983508
W3,laplacian_variance,9,6669.093239500513,8871.38182853125,50,28,0.1,0.056,0.02551201379112946
W3,laplacian_variance,10,8871.38182853125,inf,50,23,0.1,0.046,0.04193255463294581
W3,entropy,1,-inf,6.478596926649331,50,85,0.1,0.17,0.03714397757435193
W3,entropy,2,6.478596926649331,6.647863148634827,50,48,0.1,0.096,0.0001632879780810208
W3,entropy,3,6.647863148634827,6.815665708316279,50,87,0.1,0.174,0.040987498378756364
W3,entropy,4,6.815665708316279,6.9636764993361275,50,85,0.1,0.17,0.03714397757435193
W3,entropy,5,6.9636764993361275,7.082741178089535,50,40,0.1,0.08,0.004462871026284198
W3,entropy,6,7.082741178089535,7.204038240929146,50,60,0.1,0.12,0.00364643113587909
W3,entropy,7,7.204038240929146,7.322194810521079,50,54,0.1,0.108,0.000615688329089025
W3,entropy,8,7.322194810521079,7.4163972300084025,50,22,0.1,0.044,0.04597491091591051
W3,entropy,9,7.4163972300084025,7.491098481174179,50,16,0.1,0.032,0.07748153125680882
W3,entropy,10,7.491098481174179,inf,50,3,0.1,0.006,0.2644606073754434
W3,edge_density,1,-inf,0.0248321533203125,50,0,0.1,9.999990000009998e-07,1.151281133582021
W3,edge_density,2,0.0248321533203125,0.03843994140625,50,6,0.1,0.011999988000011999,0.18658330462871303
W3,edge_density,3,0.03843994140625,0.05293121337890626,50,52,0.1,0.10399989600010398,0.00015687477376903413
W3,edge_density,4,0.05293121337890626,0.0748382568359375,50,85,0.1,0.16999983000017,0.03714381736784444
W3,edge_density,5,0.0748382568359375,0.11093902587890625,50,84,0.1,0.167999832000168,0.03527782279516325
W3,edge_density,6,0.11093902587890625,0.1479553222656251,50,66,0.1,0.131999868000132,0.008884146923940356
W3,edge_density,7,0.1479553222656251,0.18216094970703126,50,32,0.1,0.063999936000064,0.016066400257015112
W3,edge_density,8,0.18216094970703126,0.2112274169921875,50,40,0.1,0.07999992000008,0.004462908877820452
W3,edge_density,9,0.2112274169921875,0.24646148681640626,50,65,0.1,0.12999987000013,0.00787086382684945
W3,edge_density,10,0.24646148681640626,inf,50,70,0.1,0.13999986000014,0.013458802358942494
W4,r_mean,1,-inf,0.37364726364612577,50,8,0.1,0.016,0.15393684295485807
W4,r_mean,2,0.37364726364612577,0.3969003438949585,50,10,0.1,0.02,0.12875503299472804
W4,r_mean,3,0.3969003438949585,0.4164361357688904,50,42,0.1,0.084,0.002789654194316445
W4,r_mean,4,0.4164361357688904,0.4307249665260315,50,28,0.1,0.056,0.02551201379112946
W4,r_mean,5,0.4307249665260315,0.44608786702156067,50,30,0.1,0.06,0.020433024950639634
W4,r_mean,6,0.44608786702156067,0.461383193731308,50,49,0.1,0.098,4.040541463503897e-05
W4,r_mean,7,0.461383193731308,0.47506269812583923,50,32,0.1,0.064,0.016066335694623103
W4,r_mean,8,0.47506269812583923,0.49674575328826903,50,59,0.1,0.118,0.0029792598925963178
W4,r_mean,9,0.49674575328826903,0.514967268705368,50,67,0.1,0.134,0.009950766874735882
W4,r_mean,10,0.514967268705368,inf,50,175,0.1,0.35,0.3131907421238419
W4,g_mean,1,-inf,0.39802974462509155,50,162,0.1,0.324,0.2633284258761493
W4,g_mean,2,0.39802974462509155,0.4167040944099426,50,73,0.1,0.146,0.01740807604313126
W4,g_mean,3,0.4167040944099426,0.4348749309778214,50,54,0.1,0.108,0.000615688329089025
W4,g_mean,4,0.4348749309778214,0.4472420334815979,50,41,0.1,0.082,0.00357211689702909
W4,g_mean,5,0.4472420334815979,0.45988763868808746,50,34,0.1,0.068,0.012341199385983508
W4,g_mean,6,0.45988763868808746,0.47063560485839845,50,39,0.1,0.078,0.005466149904566996
W4,g_mean,7,0.47063560485839845,0.48557070195674895,50,23,0.1,0.046,0.04193255463294581
W4,g_mean,8,0.48557070195674895,0.5022579789161683,50,31,0.1,0.062,0.018165360435833996
W4,g_mean,9,0.5022579789161683,0.523125171661377,50,19,0.1,0.038,0.05999020962822576
W4,g_mean,10,0.523125171661377,inf,50,24,0.1,0.048,0.03816639710417043
W4,b_mean,1,-inf,0.32209615409374237,50,24,0.1,0.048,0.03816639710417043
W4,b_mean,2,0.32209615409374237,0.3517120063304901,50,26,0.1,0.052,0.031388470435519886
W4,b_mean,3,0.3517120063304901,0.3703833550214768,50,40,0.1,0.08,0.004462871026284198
W4,b_mean,4,0.3703833550214768,0.3842268347740173,50,36,0.1,0.072,0.00919811387521702
W4,b_mean,5,0.3842268347740173,0.39924977719783783,50,43,0.1,0.086,0.0021115204562841745
W4,b_mean,6,0.39924977719783783,0.41371705532073977,50,30,0.1,0.06,0.020433024950639634
W4,b_mean,7,0.41371705532073977,0.4304528832435608,50,51,0.1,0.102,3.960525459235878e-05
W4,b_mean,8,0.4304528832435608,0.4509573042392731,50,49,0.1,0.098,4.040541463503897e-05
W4,b_mean,9,0.4509573042392731,0.4780917286872864,50,83,0.1,0.166,0.03344996175631782
W4,b_mean,10,0.4780917286872864,inf,50,118,0.1,0.236,0.11677798018910253
W4,r_std,1,-inf,0.10037743151187897,50,3,0.1,0.006,0.2644606073754434
W4,r_std,2,0.10037743151187897,0.11878091990947724,50,22,0.1,0.044,0.04597491091591051
W4,r_std,3,0.11878091990947724,0.14416560977697374,50,73,0.1,0.146,0.01740807604313126
W4,r_std,4,0.14416560977697374,0.15985524654388428,50,18,0.1,0.036,0.06538567984204682
W4,r_std,5,0.15985524654388428,0.16958289593458176,50,32,0.1,0.064,0.016066335694623103
W4,r_std,6,0.16958289593458176,0.18252760469913484,50,32,0.1,0.064,0.016066335694623103
W4,r_std,7,0.18252760469913484,0.19229528158903123,50,38,0.1,0.076,0.006586484296842252
W4,r_std,8,0.19229528158903123,0.20455068945884705,50,54,0.1,0.108,0.000615688329089025
W4,r_std,9,0.20455068945884705,0.2198264256119728,50,82,0.1,0.164,0.03166055947751085
W4,r_std,10,0.2198264256119728,inf,50,146,0.1,0.292,0.20574405432579648
W4,g_std,1,-inf,0.0958118349313736,50,2,0.1,0.004,0.30901207918734724
W4,g_std,2,0.0958118349313736,0.10595177263021469,50,7,0.1,0.014,0.16908570564806366
W4,g_std,3,0.10595177263021469,0.1151866726577282,50,10,0.1,0.02,0.12875503299472804
W4,g_std,4,0.1151866726577282,0.12553602159023286,50,35,0.1,0.07,0.010700248318161968
W4,g_std,5,0.12553602159023286,0.13885176181793213,50,49,0.1,0.098,4.040541463503897e-05
W4,g_std,6,0.13885176181793213,0.15363897383213046,50,80,0.1,0.16,0.028200217754744128
W4,g_std,7,0.15363897383213046,0.16894653886556626,50,90,0.1,0.18,0.047022933192169505
W4,g_std,8,0.16894653886556626,0.1819726198911667,50,50,0.1,0.1,0.0
W4,g_std,9,0.1819726198911667,0.1970553368330002,50,65,0.1,0.13,0.007870927934024732
W4,g_std,10,0.1970553368330002,inf,50,112,0.1,0.224,0.1000030073675016
W4,b_std,1,-inf,0.13042483180761338,50,11,0.1,0.022,0.11810196314512253
W4,b_std,2,0.13042483180761338,0.1496647447347641,50,21,0.1,0.042,0.05031503292687394
W4,b_std,3,0.1496647447347641,0.16307673156261446,50,8,0.1,0.016,0.15393684295485807
W4,b_std,4,0.16307673156261446,0.1728760153055191,50,20,0.1,0.04,0.05497744391244931
W4,b_std,5,0.1728760153055191,0.1828407123684883,50,37,0.1,0.074,0.007828732412381969
W4,b_std,6,0.1828407123684883,0.1933268040418625,50,50,0.1,0.1,0.0
W4,b_std,7,0.1933268040418625,0.20356869399547578,50,48,0.1,0.096,0.0001632879780810208
W4,b_std,8,0.20356869399547578,0.21614125072956086,50,90,0.1,0.18,0.047022933192169505
W4,b_std,9,0.21614125072956086,0.234844446182251,50,106,0.1,0.212,0.08415860193259914
W4,b_std,10,0.234844446182251,inf,50,109,0.1,0.218,0.0919603354625177
W4,h_mean,1,-inf,16.77193298339844,50,4,0.1,0.008,0.23236703527635952
W4,h_mean,2,16.77193298339844,27.49205322265625,50,5,0.1,0.01,0.20723265836946417
W4,h_mean,3,27.49205322265625,35.39204711914063,50,3,0.1,0.006,0.2644606073754434
W4,h_mean,4,35.39204711914063,42.54484863281251,50,5,0.1,0.01,0.20723265836946417
W4,h_mean,5,42.54484863281251,61.645263671875,50,10,0.1,0.02,0.12875503299472804
W4,h_mean,6,61.645263671875,84.74396362304688,50,27,0.1,0.054,0.028344562413495592
W4,h_mean,7,84.74396362304688,170.9143798828126,50,366,0.1,0.732,1.2580657272790752
W4,h_mean,8,170.9143798828126,245.53928222656273,50,21,0.1,0.042,0.05031503292687394
W4,h_mean,9,245.53928222656273,322.25969848632815,50,46,0.1,0.092,0.0006670528715124097
W4,h_mean,10,322.25969848632815,inf,50,13,0.1,0.026,0.09968344994952912
W4,s_mean,1,-inf,0.1719736486673355,50,132,0.1,0.264,0.1592077424139489
W4,s_mean,2,0.1719736486673355,0.19136615395545958,50,53,0.1,0.106,0.0003496134487438532
W4,s_mean,3,0.19136615395545958,0.20842131823301316,50,44,0.1,0.088,0.0015340004581186216
W4,s_mean,4,0.20842131823301316,0.2259362280368805,50,42,0.1,0.084,0.002789654194316445
W4,s_mean,5,0.2259362280368805,0.24070489406585693,50,28,0.1,0.056,0.02551201379112946
W4,s_mean,6,0.24070489406585693,0.2568002998828888,50,43,0.1,0.086,0.0021115204562841745
W4,s_mean,7,0.2568002998828888,0.27964905500411985,50,37,0.1,0.074,0.007828732412381969
W4,s_mean,8,0.27964905500411985,0.30471453070640564,50,46,0.1,0.092,0.0006670528715124097
W4,s_mean,9,0.30471453070640564,0.33456991612911224,50,40,0.1,0.08,0.004462871026284198
W4,s_mean,10,0.33456991612911224,inf,50,35,0.1,0.07,0.010700248318161968
W4,v_mean,1,-inf,0.4208349406719208,50,10,0.1,0.02,0.12875503299472804
W4,v_mean,2,0.4208349406719208,0.44620749950408933,50,20,0.1,0.04,0.05497744391244931
W4,v_mean,3,0.44620749950408933,0.4632623463869095,50,27,0.1,0.054,0.028344562413495592
W4,v_mean,4,0.4632623463869095,0.4752871811389923,50,17,0.1,0.034,0.07120143765054737
W4,v_mean,5,0.4752871811389923,0.48680655658245087,50,31,0.1,0.062,0.018165360435833996
W4,v_mean,6,0.48680655658245087,0.5021150827407836,50,48,0.1,0.096,0.0001632879780810208
W4,v_mean,7,0.5021150827407836,0.5143605947494507,50,23,0.1,0.046,0.04193255463294581
W4,v_mean,8,0.5143605947494507,0.5278153896331788,50,49,0.1,0.098,4.040541463503897e-05
W4,v_mean,9,0.5278153896331788,0.5500755429267883,50,83,0.1,0.166,0.03344996175631782
W4,v_mean,10,0.5500755429267883,inf,50,192,0.1,0.384,0.38211415211429656
W4,excess_green,1,-inf,0.010424436815083028,50,194,0.1,0.388,0.39048052424693247
W4,excess_green,2,0.010424436815083028,0.02415302358567715,50,55,0.1,0.11,0.000953101798043247
W4,excess_green,3,0.02415302358567715,0.034531205892562866,50,24,0.1,0.048,0.03816639710417043
W4,excess_green,4,0.034531205892562866,0.04600254893302918,50,17,0.1,0.034,0.07120143765054737
W4,excess_green,5,0.04600254893302918,0.05826111324131489,50,14,0.1,0.028,0.09165352865852791
W4,excess_green,6,0.05826111324131489,0.07366726994514468,50,42,0.1,0.084,0.002789654194316445
W4,excess_green,7,0.07366726994514468,0.0888474076986313,50,16,0.1,0.032,0.07748153125680882
W4,excess_green,8,0.0888474076986313,0.11619704812765123,50,30,0.1,0.06,0.020433024950639634
W4,excess_green,9,0.11619704812765123,0.20416659861803063,50,73,0.1,0.146,0.01740807604313126
W4,excess_green,10,0.20416659861803063,inf,50,35,0.1,0.07,0.010700248318161968
W4,brightness_mean,1,-inf,0.3879414439201355,50,13,0.1,0.026,0.09968344994952912
W4,brightness_mean,2,0.3879414439201355,0.4062719225883484,50,12,0.1,0.024,0.1084608430286511
W4,brightness_mean,3,0.4062719225883484,0.4249329030513764,50,26,0.1,0.052,0.031388470435519886
W4,brightness_mean,4,0.4249329030513764,0.43771331906318667,50,28,0.1,0.056,0.02551201379112946
W4,brightness_mean,5,0.43771331906318667,0.44918273389339447,50,31,0.1,0.062,0.018165360435833996
W4,brightness_mean,6,0.44918273389339447,0.4590425491333008,50,37,0.1,0.074,0.007828732412381969
W4,brightness_mean,7,0.4590425491333008,0.47354609370231626,50,47,0.1,0.094,0.0003712524223085255
W4,brightness_mean,8,0.47354609370231626,0.48861778378486637,50,45,0.1,0.09,0.001053605156578265
W4,brightness_mean,9,0.48861778378486637,0.5104796051979065,50,77,0.1,0.154,0.02331625048697903
W4,brightness_mean,10,0.5104796051979065,inf,50,184,0.1,0.368,0.349180617584465
W4,contrast_std,1,-inf,0.09223804324865341,50,5,0.1,0.01,0.20723265836946417
W4,contrast_std,2,0.09223804324865341,0.10476468801498413,50,13,0.1,0.026,0.09968344994952912
W4,contrast_std,3,0.10476468801498413,0.12152492478489876,50,48,0.1,0.096,0.0001632879780810208
W4,contrast_std,4,0.12152492478489876,0.13437251448631288,50,22,0.1,0.044,0.04597491091591051
W4,contrast_std,5,0.13437251448631288,0.14736272394657135,50,31,0.1,0.062,0.018165360435833996
W4,contrast_std,6,0.14736272394657135,0.16511997878551485,50,69,0.1,0.138,0.012239172968426311
W4,contrast_std,7,0.16511997878551485,0.17697356194257735,50,76,0.1,0.152,0.02177293741262561
W4,contrast_std,8,0.17697356194257735,0.18868831992149357,50,49,0.1,0.098,4.040541463503897e-05
W4,contrast_std,9,0.18868831992149357,0.20418118685483932,50,65,0.1,0.13,0.007870927934024732
W4,contrast_std,10,0.20418118685483932,inf,50,122,0.1,0.244,0.1284477176599359
W4,laplacian_variance,1,-inf,167.83675678274594,50,303,0.1,0.606,0.9116651588410989
W4,laplacian_variance,2,167.83675678274594,477.7067882498727,50,3,0.1,0.006,0.2644606073754434
W4,laplacian_variance,3,477.7067882498727,941.0833584314213,50,12,0.1,0.024,0.1084608430286511
